type,code,name,ISIN,start,market,group,CFI
上市認購(售)權證,05794P,國巨凱基1B售04,TW22Z05794P2,2022/05/18,上市,,RWSCPE
上市認購(售)權證,057950,台積電統一18購08,TW21Z0579502,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057951,台積電統一1C購05,TW21Z0579510,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057952,金像電統一18購01,TW21Z0579528,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057953,技嘉統一18購02,TW21Z0579536,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057954,友達統一18購04,TW21Z0579544,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057955,友達統一18購05,TW21Z0579551,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057956,聯發科統一1A購03,TW21Z0579569,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057957,聯發科統一1C購05,TW21Z0579577,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057958,聯發科統一1C購06,TW21Z0579585,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057959,長榮統一18購11,TW21Z0579593,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05795P,華邦電凱基1B售04,TW22Z05795P9,2022/05/18,上市,,RWSCPE
上市認購(售)權證,057960,長榮統一18購12,TW21Z0579601,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057961,裕民統一18購01,TW21Z0579619,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057962,陽明統一18購13,TW21Z0579627,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057963,萬海統一18購05,TW21Z0579635,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057965,聯詠統一18購05,TW21Z0579650,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057966,景碩統一1A購01,TW21Z0579668,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057968,群創統一18購04,TW21Z0579684,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057969,泰鼎統一19購01,TW21Z0579692,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05796P,台積電康和21售03,TW22Z05796P7,2022/05/18,上市,,RWSCPE
上市認購(售)權證,057970,彩晶統一1A購01,TW21Z0579700,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057971,惠特統一1A購01,TW21Z0579718,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057977,大立光國票19購01,TW21Z0579775,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05797P,華航康和21售01,TW22Z05797P5,2022/05/18,上市,,RWSCPE
上市認購(售)權證,057982,臺指反元大19購03,TW21Z0579825,2021/12/30,上市,,RWBCCA
上市認購(售)權證,057985,南紡元大1A購01,TW21Z0579858,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057986,儒鴻元大18購02,TW21Z0579866,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057987,儒鴻元大1A購01,TW21Z0579874,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057988,儒鴻元大1A購02,TW21Z0579882,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05798P,富邦金康和21售03,TW22Z05798P3,2022/05/18,上市,,RWSCPE
上市認購(售)權證,057995,台積電元大18購09,TW21Z0579957,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057996,敬鵬元大18購02,TW21Z0579965,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057998,威盛元大19購02,TW21Z0579981,2021/12/30,上市,,RWSCCA
上市認購(售)權證,057999,友達元大18購10,TW21Z0579999,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05799P,國泰金康和21售02,TW22Z05799P1,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058002,聯發科元大18購11,TW21Z0580021,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058004,裕民元大18購03,TW21Z0580047,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058005,大立光元大18購05,TW21Z0580054,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058006,大立光元大19購03,TW21Z0580062,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058009,和鑫元大1A購01,TW21Z0580096,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05800P,開發金康和21售03,TW22Z05800P7,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058010,華晶科元大18購02,TW21Z0580104,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058011,新日興元大1A購01,TW21Z0580112,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058012,玉晶光元大18購05,TW21Z0580120,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058015,泰鼎元大18購02,TW21Z0580153,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058017,啟碁元大18購01,TW21Z0580179,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05801P,台灣50元富1B售05,TW22Z05801P5,2022/05/18,上市,,RWBCPE
上市認購(售)權證,058024,臺股指元大19購16,TW21Z0580245,2021/12/30,上市,,RWICCE
上市認購(售)權證,058025,臺股指元大19購17,TW21Z0580252,2021/12/30,上市,,RWICCE
上市認購(售)權證,058026,臺股指元大19購18,TW21Z0580260,2021/12/30,上市,,RWICCE
上市認購(售)權證,058027,臺股指元大19購19,TW21Z0580278,2021/12/30,上市,,RWICCE
上市認購(售)權證,058028,臺股指元大19購20,TW21Z0580286,2021/12/30,上市,,RWICCE
上市認購(售)權證,058029,臺股指元大19購21,TW21Z0580294,2021/12/30,上市,,RWICCE
上市認購(售)權證,05802P,台灣50元富1B售06,TW22Z05802P3,2022/05/18,上市,,RWBCPE
上市認購(售)權證,058030,臺股指元大19購22,TW21Z0580302,2021/12/30,上市,,RWICCE
上市認購(售)權證,058032,東聯富邦18購01,TW21Z0580328,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058033,為升富邦18購01,TW21Z0580336,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058034,仁寶富邦18購01,TW21Z0580344,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058035,廣宇富邦18購01,TW21Z0580351,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058036,台積電富邦18購03,TW21Z0580369,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058038,金像電富邦18購01,TW21Z0580385,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058039,億光富邦19購01,TW21Z0580393,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05803P,長榮航元富1B售04,TW22Z05803P1,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058040,聯發科富邦1C購02,TW21Z0580401,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058041,義隆富邦1A購01,TW21Z0580419,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058042,台航富邦18購01,TW21Z0580427,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058043,長榮航富邦18購04,TW21Z0580435,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058044,聯詠富邦1C購01,TW21Z0580443,2021/12/30,上市,,RWSCCA
上市認購(售)權證,058046,玉晶光富邦18購01,TW21Z0580468,2021/12/30,上市,,RWSCCA
上市認購(售)權證,05804P,世芯元富1B售03,TW22Z05804P9,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058050,敬鵬國泰19購01,TW22Z0580508,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058051,聯發科國泰19購01,TW22Z0580516,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058052,聯發科國泰19購02,TW22Z0580524,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058053,聯發科國泰19購03,TW22Z0580532,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058054,大立光國泰19購01,TW22Z0580540,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058055,欣興國泰19購02,TW22Z0580557,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058056,欣興國泰19購03,TW22Z0580565,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058057,敦泰國泰19購01,TW22Z0580573,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058058,正文國泰19購01,TW22Z0580581,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05805P,愛普元富1B售03,TW22Z05805P6,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058060,T50反1中信1B購01,TW22Z0580607,2022/01/03,上市,,RWBCCE
上市認購(售)權證,058061,滬深2X中信1A購01,TW22Z0580615,2022/01/03,上市,,RWBCCE
上市認購(售)權證,058062,友達中信1B購01,TW22Z0580623,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058063,長榮中信21購01,TW22Z0580631,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058064,裕民中信19購01,TW22Z0580649,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058065,裕民中信1A購01,TW22Z0580656,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058066,陽明中信19購02,TW22Z0580664,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058068,欣興中信1B購01,TW22Z0580680,2022/01/03,上市,,RWSCCE
上市認購(售)權證,05806P,力積電元富1B售02,TW22Z05806P4,2022/05/18,上市,,RWSCPE
上市認購(售)權證,058070,臺股指中信1A購09,TW22Z0580706,2022/01/03,上市,,RWICCE
上市認購(售)權證,058072,長榮元富1A購07,TW22Z0580722,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058073,泰鼎元富1A購02,TW22Z0580730,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058077,彩晶康和19購01,TW22Z0580771,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05807P,友達國泰21售02,TW22Z05807P2,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058089,長榮航永豐1A購01,TW22Z0580896,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05808P,台勝科元富1B售02,TW22Z05808P0,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058096,敬鵬麥證19購01,TW22Z0580961,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058099,新日興麥證19購01,TW22Z0580995,2022/01/03,上市,,RWSCCE
上市認購(售)權證,05809P,嘉澤元富1B售01,TW22Z05809P8,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058103,百和麥證19購01,TW22Z0581035,2022/01/03,上市,,RWSCCE
上市認購(售)權證,058107,勝一統一19購01,TW22Z0581076,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058109,華邦電統一19購01,TW22Z0581092,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05810P,AES元富1B售03,TW22Z05810P6,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058111,聯發科統一1A購04,TW22Z0581118,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058112,聯發科統一21購01,TW22Z0581126,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058113,聯發科統一21購02,TW22Z0581134,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058114,華立統一1A購01,TW22Z0581142,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058116,智易統一1B購01,TW22Z0581167,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058117,泰鼎統一1B購01,TW22Z0581175,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05811P,欣興麥證1B售02,TW22Z05811P4,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058125,聯發科富邦19購02,TW22Z0581258,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058127,致伸富邦19購01,TW22Z0581274,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05812P,萬海國票1C售03,TW22Z05812P2,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058131,中石化凱基19購01,TW22Z0581316,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058132,儒鴻凱基1A購01,TW22Z0581324,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058133,儒鴻凱基1C購01,TW22Z0581332,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058139,國巨凱基19購02,TW22Z0581399,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05813P,大立光國票1C售06,TW22Z05813P0,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058141,敬鵬凱基19購01,TW22Z0581415,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058143,偉詮電凱基19購01,TW22Z0581431,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058147,聯發科凱基21購01,TW22Z0581472,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058148,聯發科凱基21購02,TW22Z0581480,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058149,長榮凱基1B購09,TW22Z0581498,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05814P,康普國票1C售02,TW22Z05814P8,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058151,大立光凱基19購03,TW22Z0581514,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058152,威健凱基19購01,TW22Z0581522,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058153,新日興凱基1B購01,TW22Z0581530,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058154,京鼎凱基1B購01,TW22Z0581548,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058155,敦泰凱基1B購01,TW22Z0581555,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058157,精成科凱基19購01,TW22Z0581571,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058159,愛普凱基19購02,TW22Z0581597,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05815P,同欣電國票1C售02,TW22Z05815P5,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058160,臺股指凱基21購01,TW22Z0581605,2022/01/03,上市,,RWICCE
上市認購(售)權證,058161,臺股指凱基21購02,TW22Z0581613,2022/01/03,上市,,RWICCE
上市認購(售)權證,058165,臺指反元大1A購01,TW22Z0581654,2022/01/03,上市,,RWBCCA
上市認購(售)權證,058167,新纖元大1A購01,TW22Z0581670,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058168,新纖元大1B購01,TW22Z0581688,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058169,聚陽元大19購01,TW22Z0581696,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05816P,台勝科康和1B售01,TW22Z05816P3,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058170,中華元大1B購01,TW22Z0581704,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058171,台船元大1B購01,TW22Z0581712,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058173,鴻海元大1B購01,TW22Z0581738,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058174,國巨元大19購02,TW22Z0581746,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058179,金像電元大19購01,TW22Z0581795,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05817P,華夏凱基1B售02,TW22Z05817P1,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058181,群光元大1A購01,TW22Z0581811,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058182,群光元大1B購01,TW22Z0581829,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058184,正崴元大1B購01,TW22Z0581845,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058186,京元電元大19購01,TW22Z0581860,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05818P,國喬凱基1B售02,TW22Z05818P9,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058191,文曄元大1B購01,TW22Z0581910,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058195,玉晶光元大1B購01,TW22Z0581951,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058197,群創元大19購04,TW22Z0581977,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058198,揚明光元大1B購01,TW22Z0581985,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058199,華擎元大19購01,TW22Z0581993,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05819P,聯電凱基1B售20,TW22Z05819P7,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058201,大聯大元大1B購01,TW22Z0582017,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058202,日月光元大19購02,TW22Z0582025,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058203,康普元大1B購01,TW22Z0582033,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058207,聯茂元大19購01,TW22Z0582074,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058209,同欣電元大19購01,TW22Z0582090,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05820P,裕民凱基21售02,TW22Z05820P5,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058210,同欣電元大1B購01,TW22Z0582108,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058212,愛普元大19購02,TW22Z0582124,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058213,威鋒電元大19購03,TW22Z0582132,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058217,儒鴻群益19購01,TW22Z0582173,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05821P,萬海凱基1B售09,TW22Z05821P3,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058224,聯電群益19購01,TW22Z0582249,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058225,聯電群益1A購01,TW22Z0582256,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058229,華邦電群益19購01,TW22Z0582298,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05822P,富邦金凱基1B售04,TW22Z05822P1,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058230,華邦電群益1A購01,TW22Z0582306,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058231,敬鵬群益19購01,TW22Z0582314,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058232,可成群益1A購01,TW22Z0582322,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058233,可成群益1B購01,TW22Z0582330,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058234,一詮群益1A購01,TW22Z0582348,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058235,長榮群益19購03,TW22Z0582355,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058236,長榮群益19購04,TW22Z0582363,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058237,大榮群益19購01,TW22Z0582371,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058239,元大金群益19購01,TW22Z0582397,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05823P,致新凱基1B售01,TW22Z05823P9,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058240,大立光群益1B購02,TW22Z0582405,2022/01/03,上市,,RWSCCA
上市認購(售)權證,058242,文曄群益19購01,TW22Z0582421,2022/01/03,上市,,RWSCCA
上市認購(售)權證,05824P,臺股指凱基1C售11,TW22Z05824P7,2022/05/19,上市,,RWICPE
上市認購(售)權證,058258,中砂中信1B購01,TW22Z0582587,2022/01/04,上市,,RWSCCE
上市認購(售)權證,05825P,臺股指凱基1C售12,TW22Z05825P4,2022/05/19,上市,,RWICPE
上市認購(售)權證,058260,上銀中信1A購01,TW22Z0582603,2022/01/04,上市,,RWSCCE
上市認購(售)權證,058261,強茂中信19購01,TW22Z0582611,2022/01/04,上市,,RWSCCE
上市認購(售)權證,058262,國泰金中信19購01,TW22Z0582629,2022/01/04,上市,,RWSCCE
上市認購(售)權證,058264,聯詠中信1B購01,TW22Z0582645,2022/01/04,上市,,RWSCCE
上市認購(售)權證,058266,聯茂中信1B購01,TW22Z0582660,2022/01/04,上市,,RWSCCE
上市認購(售)權證,058267,臺股指中信1C購04,TW22Z0582678,2022/01/04,上市,,RWICCE
上市認購(售)權證,058268,T50反1國泰19購01,TW22Z0582686,2022/01/04,上市,,RWBCCA
上市認購(售)權證,058269,台積電國泰19購01,TW22Z0582694,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05826P,臺股指凱基24售08,TW22Z05826P2,2022/05/19,上市,,RWICPE
上市認購(售)權證,058270,陽明國泰19購01,TW22Z0582702,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058271,耀登國泰19購01,TW22Z0582710,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058272,華擎國泰19購01,TW22Z0582728,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058273,長榮兆豐19購01,TW22Z0582736,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058274,天鈺兆豐19購01,TW22Z0582744,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058277,康舒康和19購02,TW22Z0582777,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05827P,鴻海元大1B售15,TW22Z05827P0,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058286,長榮永豐1A購01,TW22Z0582868,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05828P,台積電元大21售10,TW22Z05828P8,2022/05/19,上市,,RWSCPE
上市認購(售)權證,05829P,聯發科元大1B售25,TW22Z05829P6,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058301,上銀統一1A購01,TW22Z0583015,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058302,聯發科統一19購01,TW22Z0583023,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058303,聯發科統一1A購05,TW22Z0583031,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058304,聯發科統一21購03,TW22Z0583049,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058305,可成統一1A購01,TW22Z0583056,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058306,長榮統一1A購04,TW22Z0583064,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058307,長榮統一1C購02,TW22Z0583072,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058308,陽明統一1A購03,TW22Z0583080,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058309,萬海統一1A購05,TW22Z0583098,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05830P,開發金元大1B售06,TW22Z05830P4,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058310,玉晶光統一1B購02,TW22Z0583106,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058311,智易統一1B購02,TW22Z0583114,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058312,T50反1台新21購01,TW22Z0583122,2022/01/04,上市,,RWBCCE
上市認購(售)權證,058317,台積電國票19購02,TW22Z0583171,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058318,光罩國票19購01,TW22Z0583189,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05831P,聯詠元大1B售07,TW22Z05831P2,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058322,和鑫國票19購01,TW22Z0583221,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058324,耀登國票19購01,TW22Z0583247,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058328,聯茂國票1A購01,TW22Z0583288,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05832P,嘉澤元大1B售01,TW22Z05832P0,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058331,士紙凱基1B購01,TW22Z0583312,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058333,中華凱基1B購01,TW22Z0583338,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058334,鴻海凱基1B購02,TW22Z0583346,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058336,技嘉凱基19購01,TW22Z0583361,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058337,群光凱基1B購01,TW22Z0583379,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058338,正崴凱基1B購01,TW22Z0583387,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05833P,祥碩元大1B售07,TW22Z05833P8,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058343,可成凱基1B購01,TW22Z0583437,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058348,國泰金凱基1B購01,TW22Z0583486,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058349,大立光凱基19購04,TW22Z0583494,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05834P,安集元大1B售01,TW22Z05834P6,2022/05/19,上市,,RWSCPE
上市認購(售)權證,058350,欣興凱基1B購01,TW22Z0583502,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058353,晶相光凱基19購01,TW22Z0583536,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058354,大聯大凱基1B購01,TW22Z0583544,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058355,帆宣凱基1B購01,TW22Z0583551,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058357,同欣電凱基19購01,TW22Z0583577,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058359,長華凱基1B購01,TW22Z0583593,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05835P,臺股指元大23售08,TW22Z05835P3,2022/05/19,上市,,RWICPE
上市認購(售)權證,058360,可寧衛凱基1B購01,TW22Z0583601,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058361,百和凱基1B購01,TW22Z0583619,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058362,宏全凱基1B購01,TW22Z0583627,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058365,官田鋼群益1A購01,TW22Z0583650,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058366,正新群益1A購01,TW22Z0583668,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058367,正新群益1B購01,TW22Z0583676,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058368,台船群益1A購01,TW22Z0583684,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058369,群光群益1A購01,TW22Z0583692,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05836P,臺股指元大23售09,TW22Z05836P1,2022/05/19,上市,,RWICPE
上市認購(售)權證,058371,陽明群益1A購04,TW22Z0583718,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058373,長榮航群益19購03,TW22Z0583734,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058374,長榮航群益19購04,TW22Z0583742,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058375,長榮航群益1B購02,TW22Z0583759,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058376,長榮航群益1B購03,TW22Z0583767,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058377,長榮航群益21購01,TW22Z0583775,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05837P,臺股指元大23售10,TW22Z05837P9,2022/05/19,上市,,RWICPE
上市認購(售)權證,058380,宅配通群益1A購01,TW22Z0583809,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058381,宅配通群益1B購01,TW22Z0583817,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058384,新日興群益1A購01,TW22Z0583841,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058385,新日興群益1B購01,TW22Z0583858,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058386,聯鈞群益1A購01,TW22Z0583866,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058389,神達群益19購01,TW22Z0583890,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05838P,臺股指元大23售11,TW22Z05838P7,2022/05/19,上市,,RWICPE
上市認購(售)權證,058392,帆宣群益19購01,TW22Z0583924,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058396,台灣5G元大1A購01,TW22Z0583965,2022/01/04,上市,,RWBCCA
上市認購(售)權證,058397,台灣5G元大1A購02,TW22Z0583973,2022/01/04,上市,,RWBCCA
上市認購(售)權證,058398,和大元大19購01,TW22Z0583981,2022/01/04,上市,,RWSCCA
上市認購(售)權證,058399,和大元大1A購01,TW22Z0583999,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05839P,臺股指元大24售13,TW22Z05839P5,2022/05/19,上市,,RWICPE
上市認購(售)權證,058400,和大元大1B購01,TW22Z0584005,2022/01/04,上市,,RWSCCA
上市認購(售)權證,05840P,臺股指元大24售14,TW22Z05840P3,2022/05/19,上市,,RWICPE
上市認購(售)權證,058413,金像電元大19購02,TW22Z0584138,2022/01/04,上市,,RWSCCA
